Date,Close,,,,,リターン,標準偏差
2014/05/09 16:00:00,23.63,-0.18,-0.007559848803,,,,
2014/05/16 16:00:00,24.32,0.69,0.02920016928,,,,
2014/05/23 16:00:00,25.61,1.29,0.05304276316,,,,
2014/05/30 16:00:00,26.56,0.95,0.03709488481,,,,
2014/06/06 16:00:00,27.36,0.8,0.03012048193,,,,
2014/06/13 16:00:00,27.2,-0.16,-0.005847953216,,,,
2014/06/20 16:00:00,27.52,0.32,0.01176470588,,,,
2014/06/27 16:00:00,27.96,0.44,0.01598837209,,,,
2014/07/03 16:00:00,29.38,1.42,0.05078683834,,,,
2014/07/11 16:00:00,29.21,-0.17,-0.005786249149,,,,
2014/07/18 16:00:00,30.51,1.3,0.0445053064,,,,
2014/07/25 16:00:00,31,0.49,0.0160603081,,,,
2014/08/01 16:00:00,28.87,-2.13,-0.06870967742,,,,
2014/08/08 16:00:00,28.55,-0.32,-0.01108417042,,,,
2014/08/15 16:00:00,29.96,1.41,0.04938704028,,,,
2014/08/22 16:00:00,31.82,1.86,0.06208277704,,,,
2014/08/29 16:00:00,32.22,0.4,0.01257071025,,,,
2014/09/05 16:00:00,32.22,0,0,,,,
2014/09/12 16:00:00,31.96,-0.26,-0.008069522036,,,,
2014/09/19 16:00:00,32.76,0.8,0.02503128911,,,,
2014/09/26 16:00:00,31.32,-1.44,-0.04395604396,,,,
2014/10/03 16:00:00,30.76,-0.56,-0.01787994891,,,,
2014/10/10 16:00:00,27.23,-3.53,-0.1147594278,,,,
2014/10/17 16:00:00,26.35,-0.88,-0.0323172971,,,,
2014/10/24 16:00:00,29.73,3.38,0.1282732448,,,,
2014/10/31 16:00:00,32.64,2.91,0.09788092836,,,,
2014/11/07 16:00:00,33.37,0.73,0.02236519608,,,,
2014/11/14 16:00:00,35.34,1.97,0.05903506143,,,,
2014/11/21 16:00:00,35.45,0.11,0.00311262026,,,,
2014/11/28 16:00:00,37.55,2.1,0.05923836389,,,,
2014/12/05 16:00:00,36.57,-0.98,-0.02609853529,,,,
2014/12/12 16:00:00,32.72,-3.85,-0.1052775499,,,,
2014/12/19 16:00:00,35.56,2.84,0.08679706601,,,,
2014/12/26 16:00:00,37.37,1.81,0.05089988751,,,,
2015/01/02 16:00:00,34.7,-2.67,-0.07144768531,,,,
2015/01/09 16:00:00,34.38,-0.32,-0.009221902017,,,,
2015/01/16 16:00:00,32.43,-1.95,-0.05671902269,,,,
2015/01/23 16:00:00,34.86,2.43,0.0749306198,,,,
2015/01/30 16:00:00,31.03,-3.83,-0.1098680436,,,,
2015/02/06 16:00:00,33.77,2.74,0.08830164357,,,,
2015/02/13 16:00:00,37.69,3.92,0.1160793604,,,,
2015/02/20 16:00:00,38.8,1.11,0.0294507827,,,,
2015/02/27 16:00:00,38.82,0.02,0.0005154639175,,,,
2015/03/06 16:00:00,36.93,-1.89,-0.0486862442,,,,
2015/03/13 16:00:00,34.53,-2.4,-0.06498781478,,,,
2015/03/20 16:00:00,37.58,3.05,0.08832898928,,,,
2015/03/27 16:00:00,34.55,-3.03,-0.08062799361,,,,
2015/04/02 16:00:00,34.64,0.09,0.002604920405,,,,
2015/04/10 16:00:00,36.26,1.62,0.04676674365,,,,
2015/04/17 16:00:00,34.59,-1.67,-0.04605626034,,,,
2015/04/24 16:00:00,38.8,4.21,0.1217114773,,,,
2015/05/01 16:00:00,38.72,-0.08,-0.00206185567,,,,
2015/05/08 16:00:00,38.38,-0.34,-0.008780991736,,,,
2015/05/15 16:00:00,39.17,0.79,0.02058363731,,,,
2015/05/22 16:00:00,39.93,0.76,0.01940260403,,,,
2015/05/29 16:00:00,39.3,-0.63,-0.01577761082,,,,
2015/06/05 16:00:00,38.11,-1.19,-0.03027989822,,,,
2015/06/12 16:00:00,37.32,-0.79,-0.02072946733,,,,
2015/06/19 16:00:00,37.54,0.22,0.005894962487,,,,
2015/06/26 16:00:00,36.73,-0.81,-0.02157698455,,,,
2015/07/02 16:00:00,35.2,-1.53,-0.04165532262,,,,
2015/07/10 16:00:00,34.43,-0.77,-0.021875,,,,
2015/07/17 16:00:00,39.49,5.06,0.1469648562,,,,
2015/07/24 16:00:00,36.61,-2.88,-0.07292985566,,,,
2015/07/31 16:00:00,37.15,0.54,0.01475006829,,,,
2015/08/07 16:00:00,35.86,-1.29,-0.03472409152,,,,
2015/08/14 16:00:00,36.57,0.71,0.01979921919,,,,
2015/08/21 16:00:00,29.61,-6.96,-0.1903199344,,,,
2015/08/28 16:00:00,31.38,1.77,0.05977710233,,,,
2015/09/04 16:00:00,28.36,-3.02,-0.09623964308,,,,
2015/09/11 16:00:00,30.75,2.39,0.08427362482,,,,
2015/09/18 16:00:00,30.2,-0.55,-0.01788617886,,,,
2015/09/25 16:00:00,29.67,-0.53,-0.01754966887,,,,
2015/10/02 16:00:00,30.02,0.35,0.01179642737,,,,
2015/10/09 16:00:00,33.29,3.27,0.1089273817,,,,
2015/10/16 16:00:00,34.49,1.2,0.03604686092,,,,
2015/10/23 16:00:00,38.95,4.46,0.1293128443,,,,
2015/10/30 16:00:00,38.6,-0.35,-0.008985879332,,,,
2015/11/06 16:00:00,40.34,1.74,0.04507772021,,,,
2015/11/13 16:00:00,35.19,-5.15,-0.1276648488,,,,
2015/11/20 16:00:00,39.74,4.55,0.1292980961,,,,
2015/11/27 16:00:00,38.99,-0.75,-0.01887267237,,,,
2015/12/04 16:00:00,40.68,1.69,0.04334444729,,,,
2015/12/11 16:00:00,35.99,-4.69,-0.1152900688,,,,
2015/12/18 16:00:00,34.81,-1.18,-0.03278688525,,,,
2015/12/24 16:00:00,37.48,2.67,0.0767020971,,,,
2015/12/31 16:00:00,36.43,-1.05,-0.0280149413,,,,
2016/01/08 16:00:00,29.71,-6.72,-0.1844633544,,,,
2016/01/15 16:00:00,27.82,-1.89,-0.06361494446,,,,
2016/01/22 16:00:00,29.99,2.17,0.07800143781,,,,
2016/01/29 16:00:00,31.76,1.77,0.05901967322,,,,
2016/02/05 16:00:00,27.81,-3.95,-0.1243702771,,,,
2016/02/12 16:00:00,27.2,-0.61,-0.02193455592,,,,
2016/02/19 16:00:00,30.15,2.95,0.1084558824,,,,
2016/02/26 16:00:00,31.42,1.27,0.04212271973,,,,
2016/03/04 16:00:00,33.97,2.55,0.08115849777,,,,
2016/03/11 16:00:00,35.07,1.1,0.0323815131,,,,
2016/03/18 16:00:00,37.39,2.32,0.06615340747,,,,
2016/03/24 16:00:00,37.39,0,0,,,,
2016/04/01 16:00:00,40.27,2.88,0.07702594277,,,,
2016/04/08 16:00:00,38.02,-2.25,-0.05587285821,,,,
2016/04/15 16:00:00,39.18,1.16,0.03051025776,,,,
2016/04/22 16:00:00,36.93,-2.25,-0.05742725881,,,,
2016/04/29 16:00:00,33.55,-3.38,-0.09152450582,,,,
2016/05/06 16:00:00,33.72,0.17,0.005067064083,,,,
2016/05/13 16:00:00,33.7,-0.02,-0.0005931198102,,,,
2016/05/20 16:00:00,34.72,1.02,0.03026706231,,,,
2016/05/27 16:00:00,38.31,3.59,0.1033986175,,,,
2016/06/03 16:00:00,37.65,-0.66,-0.01722787784,,,,
2016/06/10 16:00:00,37.73,0.08,0.002124833997,,,,
2016/06/17 16:00:00,35.92,-1.81,-0.04797243573,,,,
2016/06/24 16:00:00,33.93,-1.99,-0.05540089087,,,,
2016/07/01 16:00:00,36.71,2.78,0.08193339228,,,,
2016/07/08 16:00:00,38.32,1.61,0.0438572596,,,,
2016/07/15 16:00:00,40.64,2.32,0.06054279749,,,,
2016/07/22 16:00:00,42.81,2.17,0.05339566929,,,,
2016/07/29 16:00:00,44.5,1.69,0.03947675777,,,,
2016/08/05 16:00:00,46.2,1.7,0.03820224719,,,,
2016/08/12 16:00:00,46.41,0.21,0.004545454545,,,,
2016/08/19 16:00:00,46.1,-0.31,-0.006679594915,,,,
2016/08/26 16:00:00,46.14,0.04,0.0008676789588,,,,
2016/09/02 16:00:00,46.99,0.85,0.01842219332,,,,
2016/09/09 16:00:00,43.48,-3.51,-0.07469674399,,,,
2016/09/16 16:00:00,46.98,3.5,0.08049678013,,,,
2016/09/23 16:00:00,47.83,0.85,0.01809280545,,,,
2016/09/30 16:00:00,48.52,0.69,0.01442609241,,,,
2016/10/07 16:00:00,48.05,-0.47,-0.009686727123,,,,
2016/10/14 16:00:00,47.29,-0.76,-0.01581685744,,,,
2016/10/21 16:00:00,47.6,0.31,0.006555297103,,,,
2016/10/28 16:00:00,47.29,-0.31,-0.006512605042,,,,
2016/11/04 16:00:00,43.59,-3.7,-0.07824064284,,,,
2016/11/11 16:00:00,45.18,1.59,0.03647625602,,,,
2016/11/18 16:00:00,46.8,1.62,0.03585657371,,,,
2016/11/25 16:00:00,48.6,1.8,0.03846153846,,,,
2016/12/02 16:00:00,44.64,-3.96,-0.08148148148,,,,
2016/12/09 16:00:00,50.4,5.76,0.1290322581,,,,
2016/12/16 16:00:00,50.96,0.56,0.01111111111,,,,
2016/12/23 16:00:00,51.94,0.98,0.01923076923,,,,
2016/12/30 16:00:00,49.94,-2,-0.03850596843,,,,
2017/01/06 16:00:00,53.16,3.22,0.06447737285,,,,
2017/01/13 16:00:00,54.02,0.86,0.01617757713,,,,
2017/01/20 16:00:00,54.52,0.5,0.009255831174,,,,
2017/01/27 16:00:00,57.62,3.1,0.05685986794,,,,
2017/02/03 16:00:00,57.25,-0.37,-0.006421381465,,,,
2017/02/10 16:00:00,59.37,2.12,0.03703056769,,,,
2017/02/17 16:00:00,62.39,3.02,0.05086744147,,,,
2017/02/24 16:00:00,64.09,1.7,0.0272479564,,,,
2017/03/03 16:00:00,64.67,0.58,0.009049773756,,,,
2017/03/10 16:00:00,65.65,0.98,0.01515385805,,,,
2017/03/17 16:00:00,67.2,1.55,0.02361005331,,,,
2017/03/24 16:00:00,65.27,-1.93,-0.0287202381,,,,
2017/03/31 16:00:00,66.95,1.68,0.02573923702,,,,
2017/04/07 16:00:00,66,-0.95,-0.0141896938,,,,
2017/04/13 16:00:00,63.46,-2.54,-0.03848484848,,,,
2017/04/21 16:00:00,66.25,2.79,0.04396470217,,,,
2017/04/28 16:00:00,70.76,4.51,0.0680754717,,,,
2017/05/05 16:00:00,73.08,2.32,0.03278688525,,,,
2017/05/12 16:00:00,75.46,2.38,0.03256704981,,,,
2017/05/19 16:00:00,73.83,-1.63,-0.02160084813,,,,
2017/05/26 16:00:00,78.55,4.72,0.0639306515,,,,
2017/06/02 16:00:00,81.67,3.12,0.03971992362,,,,
2017/06/09 16:00:00,76.55,-5.12,-0.06269131872,,,,
2017/06/16 16:00:00,74.14,-2.41,-0.03148269105,,,,
2017/06/23 16:00:00,78.34,4.2,0.05664958187,,,,
2017/06/30 16:00:00,71.89,-6.45,-0.08233341843,,,,
2017/07/07 16:00:00,72.73,0.84,0.01168451801,,,,
2017/07/14 16:00:00,80.16,7.43,0.102158669,,,,
2017/07/21 16:00:00,82.72,2.56,0.03193612774,,,,
2017/07/28 16:00:00,82.52,-0.2,-0.002417794971,,,,
2017/08/04 16:00:00,83.27,0.75,0.009088705768,,,,
2017/08/11 16:00:00,80.9,-2.37,-0.02846163084,,,,
2017/08/18 16:00:00,80.5,-0.4,-0.004944375773,,,,
2017/08/25 16:00:00,82.96,2.46,0.03055900621,,,,
2017/09/01 16:00:00,87.8,4.84,0.05834136933,,,,
2017/09/08 16:00:00,84.25,-3.55,-0.04043280182,,,,
2017/09/15 16:00:00,88.15,3.9,0.04629080119,,,,
2017/09/22 16:00:00,87.26,-0.89,-0.01009642655,,,,
2017/10/06 16:00:00,93.39,6.13,0.0702498281,,,,
2017/10/13 16:00:00,95.92,2.53,0.02709069494,,,,
2017/10/20 16:00:00,98.49,2.57,0.02679316097,,,,
2017/10/27 16:00:00,105.36,6.87,0.06975327444,,,,
2017/11/03 16:00:00,110.32,4.96,0.04707668945,,,,
2017/11/10 16:00:00,110.24,-0.08,-0.0007251631617,,,,
2017/11/17 16:00:00,109.39,-0.85,-0.007710449927,,,,
2017/11/24 16:00:00,115.15,5.76,0.0526556358,,,,
2017/12/01 16:00:00,109.71,-5.44,-0.04724272688,,,,
2017/12/08 16:00:00,109.94,0.23,0.002096436059,,,,
2017/12/15 16:00:00,116.11,6.17,0.05612152083,,,,
2017/12/22 16:00:00,115.68,-0.43,-0.003703384721,,,,
2017/12/29 16:00:00,112.17,-3.51,-0.03034232365,,,,
2018/01/05 16:00:00,125.13,12.96,0.1155389141,,,,
2018/01/12 16:00:00,127.74,2.61,0.02085830736,,,,
2018/01/19 16:00:00,133.14,5.4,0.04227336778,,,,
2018/01/26 16:00:00,141.15,8.01,0.06016223524,,,,
2018/02/02 16:00:00,124.76,-16.39,-0.1161176054,,,,
2018/02/09 16:00:00,107.03,-17.73,-0.1421128567,,,,
2018/02/16 16:00:00,125.89,18.86,0.1762122769,,,,
2018/02/23 16:00:00,131.95,6.06,0.04813726269,,,,
2018/03/02 16:00:00,128.29,-3.66,-0.02773777946,,,,
2018/03/09 16:00:00,144.58,16.29,0.1269779406,,,,
2018/03/16 16:00:00,140.25,-4.33,-0.02994881726,,,,
2018/03/23 16:00:00,109.74,-30.51,-0.217540107,,,,
2018/03/29 16:00:00,114.4,4.66,0.04246400583,,,,
2018/04/06 16:00:00,107.02,-7.38,-0.06451048951,,,,
2018/04/13 16:00:00,118.11,11.09,0.1036254906,,,,
2018/04/20 16:00:00,116.92,-1.19,-0.01007535348,,,,
2018/04/27 16:00:00,115.03,-1.89,-0.01616489908,,,,
2018/05/04 16:00:00,124.27,9.24,0.08032687125,,,,
2018/05/11 16:00:00,136.71,12.44,0.1001046109,,,,
2018/05/18 16:00:00,130.74,-5.97,-0.04366908054,,,,
2018/05/25 16:00:00,135.56,4.82,0.0368670644,,,,
2018/06/01 16:00:00,143.1,7.54,0.05562112718,,,,
2018/06/08 16:00:00,146.49,3.39,0.02368972746,,,,
2018/06/15 16:00:00,148.28,1.79,0.01221926411,,,,
2018/06/22 16:00:00,141.97,-6.31,-0.04255462638,,,,
2018/06/29 16:00:00,133.29,-8.68,-0.0611396774,,,,
2018/07/06 16:00:00,142.65,9.36,0.07022282242,,,,
2018/07/13 16:00:00,151.41,8.76,0.06140904311,,,,
2018/07/20 16:00:00,151.07,-0.34,-0.002245558418,,,,
2018/07/27 16:00:00,146.09,-4.98,-0.03296485073,,,,
2018/08/03 16:00:00,151.4,5.31,0.03634745705,,,,
2018/08/10 16:00:00,153.16,1.76,0.01162483487,,,,
2018/08/17 16:00:00,153.68,0.52,0.003395142335,,,,
2018/08/24 16:00:00,160.43,6.75,0.04392243623,,,,
2018/08/31 16:00:00,168.99,8.56,0.05335660413,,,,
